STATION,NAME,DATE,ACMH,ACSH,AWND,FMTM,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WV03,WV20
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",2/12/1999,,,14.99,25,25,0,,,,50,59,40,622,,360,360,,,0,,33.1,40,,,,,,,,,,,,,,,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",2/13/1999,,,6.49,1613,1408,0,,,,49,66,31,671,,90,30,,,0,,11,15,,,,,,,,,,,,,,,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",2/14/1999,,,8.28,1532,1532,0,,,,52,70,34,672,,130,130,,,0,,17.9,21.9,,,,,,,,,,,,,,,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",2/15/1999,,,14.99,1436,1341,0,,,,62,76,47,669,,140,140,,,0,,30,36,,,,,,,,,,,,,,,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",2/16/1999,,,10.51,1028,1026,0.01,,,,66,75,56,124,,150,150,,,0,,19.9,23,,,1,,,,,,,,,,,1,,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",2/17/1999,,,10.29,229,225,0.07,,,,64,75,53,624,,360,350,,,0,,21.9,25.1,,,1,,,,,,,,,,,1,,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",2/18/1999,,,6.26,1725,1325,0,,,,65,84,46,516,,130,210,,,0,,15,17.9,,,1,1,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",2/19/1999,,,11.41,1719,1257,0,,,,63,72,54,639,,120,100,,,0,,17.9,21.9,,,1,1,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",2/20/1999,,,12.3,2115,2114,0,,,,69,82,56,103,,20,10,,,0,,36,40.9,,,1,,,,,,,1,,,,1,,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",2/21/1999,,,14.09,50,50,0,,,,59,69,48,666,,10,10,,,0,,25.9,31.1,,,1,,,,,,,1,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",2/22/1999,,,12.53,1559,1558,0,,,,59,72,46,226,,140,150,,,0,,25.1,29.1,,,,,,,,,,,,,,,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",2/23/1999,,,6.93,1647,1647,0,,,,65,78,51,621,,120,120,,,0,,15,17,,,1,1,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",2/24/1999,,,13.2,1728,1516,0,,,,68,79,57,367,,150,130,,,0,,23.9,29.1,,,1,,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",2/25/1999,,,15.43,1526,1327,0,,,,73,82,63,178,,150,160,,,0,,25.9,31.1,,,1,,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",2/26/1999,,,18.79,2315,2321,0,,,,73,78,67,9,,160,150,,,0,,38.9,45,,,1,,,,,,,,,,,1,,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",2/27/1999,,,12.3,29,22,0,,,,74,83,65,167,,150,160,,,0,,40,48.1,,,1,,,,,,,,,,,1,,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",2/28/1999,,,11.86,113,112,0,,,,62,76,48,690,,50,50,,,0,,23,25.9,,,1,,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",3/1/1999,,,12.3,2043,2047,0,,,,65,83,47,557,,160,150,,,0,,23,25.9,,,1,1,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",3/2/1999,,,16.33,2238,2237,0,,,,81,98,63,485,,10,10,,,0,,31.1,38,,,1,,,,,,,1,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",3/3/1999,,,14.76,259,111,0,,,,59,71,47,699,,30,20,,,0,,30,36.9,,,,,,,,,,,,,,,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",3/4/1999,,,18.79,1609,1659,0,,,,62,78,45,305,,150,140,,,0,,32,36.9,,,,,,,,,,,,,,,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",3/5/1999,,,14.99,1538,1538,0,,,,73,81,65,117,,150,160,,,0,,21.9,25.1,,,1,,,,,,,1,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",3/6/1999,,,10.07,1634,1516,0,,,,74,81,67,355,,90,90,,,0,,17.9,23.9,,,1,1,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",3/7/1999,,,17.9,2216,2215,0,,,,71,73,68,2,,130,130,,,0,,29.1,36,,,1,,,,,,,1,,,,1,,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",3/8/1999,,,21.25,,,0,,,,,88,69,,,170,160,,,0,,36,40,,,1,,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",3/9/1999,,,9.84,1710,1602,0,,,,75,82,68,255,,100,100,,,0,,19.9,25.9,,,1,,,,,,,1,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",3/10/1999,,,14.32,1352,1410,0,,,,75,82,68,256,,130,130,,,0,,25.1,29.1,,,1,,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",3/11/1999,,,12.75,1737,1735,0.01,,,,73,79,67,3,,140,130,,,0,,23,25.9,,,1,,,,,,,,,,,1,,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",3/12/1999,,,18.79,1439,1728,0.01,,,,78,83,72,268,,140,150,,,0,,30,32,,,1,,,,,,,,,,,1,,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",3/13/1999,,,19.69,344,357,0.01,,,,62,74,50,426,,340,340,,,0,,33.1,38,,,1,,,,,,,,,,,1,,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",3/14/1999,,,16.55,926,925,0,,,,57,70,43,657,,320,320,,,0,,29.1,33.1,,,,,,,,,,,,,,,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",3/15/1999,,,10.07,1706,1601,0,,,,59,73,45,719,,100,90,,,0,,17.9,23.9,,,,,,,,,,,,,,,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",3/16/1999,,,15.88,1609,1548,0,,,,63,79,47,581,,140,140,,,0,,32,38,,,,,,,,,,1,,,,,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",3/17/1999,,,21.92,1425,1232,0,,,,72,78,65,166,,140,150,,,0,,36.9,40.9,,,,,,,,,,,,,,,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",3/18/1999,,,17.45,1229,1229,0,,,,73,77,68,25,,120,130,,,0,,25.1,31.1,,,1,,,,,,,1,,,,1,,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",3/19/1999,,,10.07,1440,1936,0.01,,,,69,76,61,24,,160,20,,,0,,17.9,21.9,,,1,,,,,,,1,,,,1,,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",3/20/1999,,,11.18,957,955,0,,,,64,75,53,175,,20,20,,,0,,23.9,29.1,,,1,,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",3/21/1999,,,10.07,1035,1327,0,,,,62,74,49,729,,50,90,,,0,,16.1,21.9,,,1,,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",3/22/1999,,,11.18,1719,1646,0,,,,62,79,44,694,,140,140,,,0,,25.1,31.1,,,1,1,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",3/23/1999,,,17,1743,1743,0,,,,73,79,66,45,,130,130,,,0,,28,31.1,,,,,,,,,,,,,,,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",3/24/1999,,,12.53,1448,1521,0,,,,73,84,62,585,,140,150,,,0,,21.9,28,,,1,1,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",3/25/1999,,,12.75,839,1230,0.03,,,,71,78,63,281,,20,20,,,0,,23,25.9,,,1,,,,,,,1,,,,1,,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",3/26/1999,,,16.78,2049,2048,0,,,,68,75,60,295,,110,110,,,0,,25.1,30,,,,,,,,,,1,,,,,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",3/27/1999,,,23.49,2259,2258,0.03,,,,71,75,67,11,,120,120,,,0,,38.9,46.1,,,1,,1,,,,,1,,,,1,,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",3/28/1999,,,11.18,31,32,2.1,,,,66,73,59,105,,330,330,,,0,,44.1,51,,,1,,1,,,,,,,,,1,,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",3/29/1999,,,11.41,1809,1808,0,,,,66,73,58,117,,20,10,,,0,,21,23,,,1,,,,,,,1,,,,1,,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",3/30/1999,,,9.62,2358,132,0,,,,64,70,57,22,,360,10,,,0,,17.9,21,,,1,,,,,,,1,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",3/31/1999,,,8.5,2255,2252,0,,,,64,74,54,378,,140,150,,,0,,17.9,21.9,,,1,1,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",4/1/1999,,,17.22,1204,1158,0,,,,71,75,67,0,,150,140,,,0,,25.9,31.1,,,1,,,,,,,,,,,1,,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",4/2/1999,,,18.12,2214,2156,0,,,,75,77,72,0,,150,160,,,0,,25.9,33.1,,,1,,,,,,,,,,,1,,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",4/3/1999,,,17.45,905,904,0,,,,76,80,71,79,,140,150,,,0,,36,42.9,,,1,,,,,,,,,,,1,,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",4/4/1999,,,13.65,2342,2345,0.03,,,,78,83,72,281,,160,160,,,0,,25.1,29.1,,,1,,,,,,,,,,,1,,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",4/5/1999,,,13.2,36,1312,0,,,,76,86,66,440,,170,350,,,0,,25.1,29.1,,,1,,,,,,,1,,,,1,,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",4/6/1999,,,12.3,1015,1104,0,,,,73,83,62,516,,70,90,,,0,,21.9,25.1,,,1,,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",4/7/1999,,,15.21,1736,1736,0,,,,76,83,69,356,,140,140,,,0,,29.1,32,,,1,,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",4/8/1999,,,17.9,1037,1055,0,,,,80,87,72,664,,170,170,,,0,,25.9,32,,,1,,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",4/9/1999,,,16.78,1507,1250,0,,,,76,84,67,474,,150,170,,,0,,25.9,32,,,1,,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",4/10/1999,,,13.2,10,11,0,,,,79,88,70,601,,170,160,,,0,,25.9,31.1,,,1,,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",4/11/1999,,,10.74,1822,1830,0,,,,78,83,72,245,,90,90,,,0,,17.9,21,,,1,,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",4/12/1999,,,11.63,2030,2029,0,,,,79,85,73,207,,110,110,,,0,,17.9,21,,,1,,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",4/13/1999,,,17.9,2355,2303,0,,,,79,85,73,300,,160,170,,,0,,30,38,,,,,,,,,,,,,,,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",4/14/1999,,,10.74,25,42,0,,,,79,92,65,555,,160,160,,,0,,30,36,,,1,,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",4/15/1999,,,16.33,825,828,0,,,,68,75,60,674,,360,360,,,0,,25.1,31.1,,,,,,,,,,,,,,,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",4/16/1999,,,12.97,948,929,0,,,,64,71,56,292,,30,40,,,0,,21.9,25.9,,,,,,,,,,,,,,,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",4/17/1999,,,8.5,1653,1653,0,,,,60,76,44,772,,100,90,,,0,,19.9,21.9,,,,,,,,,,,,,,,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",4/18/1999,,,11.18,1841,1840,0,,,,65,80,50,676,,150,150,,,0,,21.9,25.1,,,,,,,,,,,,,,,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",4/19/1999,,,13.2,1713,1536,0,,,,72,85,59,721,,150,150,,,0,,23.9,29.1,,,,,,,,,,,,,,,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",4/20/1999,,,17.45,1555,1633,0,,,,73,84,61,747,,150,150,,,0,,29.1,34.9,,,,,,,,,,,,,,,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",4/21/1999,,,21.25,1725,1725,0,,,,75,79,70,191,,150,140,,,0,,31.1,38.9,,,,,,,,,,,,,,,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",4/22/1999,,,20.8,1801,2000,0,,,,80,88,72,523,,140,150,,,0,,28,34.9,,,1,,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",4/23/1999,,,18.12,1657,1828,0,,,,81,88,74,300,,150,150,,,0,,25.1,29.1,,,,,,,,,,,,,,,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",4/24/1999,,,14.09,1121,1120,0,,,,80,85,75,239,,120,110,,,0,,21.9,25.9,,,,,,,,,,,,,,,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",4/25/1999,,,14.76,1418,1257,0,,,,80,86,73,192,,150,140,,,0,,23,28,,,,,1,,,,,,,,,,,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",4/26/1999,,,9.4,1252,1251,0.85,,,,73,80,66,233,,50,50,,,0,,25.1,31.1,,,1,1,1,,,,,1,,,,1,,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",4/27/1999,,,6.04,1741,1850,0,,,,73,85,61,361,,90,100,,,0,,16.1,17,,,1,1,,,,,,1,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",4/28/1999,,,10.51,1721,1302,0,,,,75,84,66,708,,130,120,,,0,,17.9,29.1,,,1,1,,,,,,1,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",4/29/1999,,,12.53,2154,2147,0,,,,77,82,71,60,,80,80,,,0,,21,25.1,,,1,,,,,,,1,,,,1,,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",4/30/1999,,,17.9,813,809,0,,,,76,80,72,131,,90,100,,,0,,25.1,30,,,1,,,,,,,1,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",5/1/1999,,,19.01,1008,1500,0,,,,76,79,72,158,,110,100,,,0,,25.9,30,,,,,,,,,,1,,,,,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",5/2/1999,,,15.43,2145,2144,0,,,,75,78,72,0,,140,130,,,0,,21.9,25.1,,,1,,,,,,,,,,,1,,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",5/3/1999,,,16.33,1609,1355,0,,,,79,83,74,15,,150,170,,,0,,23,29.1,,,1,,,,,,,1,,,,1,,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",5/4/1999,,,12.97,826,724,0,,,,88,100,75,535,,160,160,,,0,,19.9,23.9,,,1,,,,,,,1,,,,1,,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",5/5/1999,,,8.95,1352,1350,0,,,,79,93,65,676,,340,330,,,0,,21.9,25.9,,,1,1,,,,,,1,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",5/6/1999,,,11.86,347,346,0,,,,75,87,62,800,,20,20,,,0,,30,36,,,1,,,,,,,1,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",5/7/1999,,,10.29,1717,1717,0,,,,74,85,63,801,,100,110,,,0,,19.9,21.9,,,1,,,,,,,1,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",5/8/1999,,,11.86,1729,1709,0,,,,75,85,64,276,,100,110,,,0,,21.9,23.9,,,1,,,,,,,1,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",5/9/1999,,,14.99,1526,2340,0,,,,82,88,76,335,,130,150,,,0,,23,28,,,1,,,,,,,1,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",5/10/1999,,,17.22,2011,2005,0.01,,,,78,86,69,170,,40,40,,,0,,30,34.9,,,1,,,,,,,1,,,,1,,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",5/11/1999,,,9.62,2237,2239,0,,,,76,86,66,119,,140,140,,,0,,19.9,23,,,,,,,,,,,,,,,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",5/12/1999,,,9.84,458,456,0.71,,,,77,87,66,541,,340,330,,,0,,38.9,51.9,,,1,,1,,,,,,,,1,1,,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",5/13/1999,,,8.72,1609,1325,0,,,,76,85,67,742,,100,100,,,0,,16.1,19.9,,,1,,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",5/14/1999,,,11.41,1706,1430,0,,,,79,86,72,331,,140,120,,,0,,21.9,25.9,,,1,,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",5/15/1999,,,13.87,450,457,0,,,,81,87,75,437,,140,150,,,0,,25.9,33.1,,,1,,,,,,,1,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",5/16/1999,,,14.99,1409,1312,0,,,,82,87,77,569,,150,160,,,0,,23.9,31.1,,,1,,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",5/17/1999,,,14.54,1247,1142,0,,,,83,88,78,425,,140,160,,,0,,23.9,31.1,,,,,,,,,,,,,,,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",5/18/1999,,,13.2,152,205,1.47,,,,75,83,67,229,,10,20,,,0,,55.9,63.1,,,1,,1,,,,,,,,,1,,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",5/19/1999,,,8.05,1650,1649,0,,,,77,85,68,755,,100,100,,,0,,17,21,,,1,,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",5/20/1999,,,10.74,1728,1806,0,,,,77,85,68,687,,120,160,,,0,,21,23.9,,,1,,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",5/21/1999,,,11.41,1217,1503,0,,,,79,86,72,592,,150,130,,,0,,19.9,23,,,,,,,,,,,,,,,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",5/22/1999,,,8.72,1726,1821,0,,,,80,88,72,634,,120,140,,,0,,16.1,17.9,,,,,,,,,,,,,,,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",5/23/1999,,,6.49,1625,1320,0,,,,79,89,68,714,,130,140,,,0,,14.1,16.1,,,1,,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",5/24/1999,,,6.26,1553,1546,0,,,,78,90,65,668,,140,140,,,0,,13,15,,,1,1,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",5/25/1999,,,10.74,1548,1535,0,,,,78,88,68,581,,160,140,,,0,,19.9,25.1,,,1,,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",5/26/1999,,,9.4,1616,1345,0.04,,,,80,89,71,615,,120,100,,,0,,19.9,23.9,,,,,1,,,,,,,,,,,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",5/27/1999,,,11.41,131,130,0,,,,80,87,72,498,,120,130,,,0,,23.9,30,,,,,,,,,,,,,,,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",5/28/1999,,,9.4,1105,1110,0,,,,80,88,72,480,,50,70,,,0,,21,23.9,,,,,1,,,,,,,,,,,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",5/29/1999,,,8.5,1840,1749,0,,,,82,89,74,345,,140,140,,,0,,17,21.9,,,,,,,,,,,,,,,,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",5/30/1999,,,10.29,1710,1259,0,,,,82,89,74,588,,140,130,,,0,,17.9,23.9,,,1,,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",5/31/1999,,,9.84,1214,1529,0,,,,82,90,73,544,,150,140,,,0,,17,21.9,,,1,,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",6/1/1999,,,10.96,1714,1747,0,,,,83,91,74,581,,140,140,,,0,,21,25.1,,,1,,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",6/2/1999,,,10.07,1603,1554,0,,,,82,91,72,642,,140,120,,,0,,17.9,21.9,,,,,,,,,,,,,,,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",6/3/1999,,,12.3,1253,1319,0,,,,83,91,74,711,,150,140,,,0,,21,25.9,,,,,,,,,,,,,,,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",6/4/1999,,,14.09,1814,1745,0,,,,84,91,76,666,,140,130,,,0,,23.9,29.1,,,,,,,,,,,,,,,,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",6/5/1999,,,16.78,1731,1744,0,,,,84,90,78,699,,130,130,,,0,,25.9,33.1,,,,,,,,,,,,,,,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",6/6/1999,,,12.3,1610,1637,0,,,,84,91,77,402,,120,130,,,0,,21.9,28,,,1,,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",6/7/1999,,,8.5,1322,1534,0,,,,82,92,72,581,,90,120,,,0,,17.9,21.9,,,1,,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",6/8/1999,,,8.5,1725,1724,0,,,,80,90,70,313,,120,120,,,0,,19.9,23,,,1,,,,,,,,,,,1,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",6/9/1999,,,9.84,1623,1619,0,,,,82,92,72,583,,130,130,,,0,,21,23.9,,,,,,,,,,,,,,,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",6/10/1999,,,11.41,1627,1414,0,,,,82,91,72,552,,130,140,,,0,,19.9,25.9,,,,,,,,,,,,,,,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",6/11/1999,,,11.41,1623,1411,0,,,,85,93,76,658,,120,160,,,0,,21,29.1,,,,,,,,,,,,,,,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",6/12/1999,,,10.29,1826,1736,0,,,,84,93,75,622,,130,130,,,0,,19.9,25.1,,,,,,,,,,,,,,,,,,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",6/13/1999,,,6.71,1807,1748,0,,,,83,93,73,304,,120,130,,,0,,17,21,,,,,,,,,,,,,,,,,1,,,,,,
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",6/14/1999,,,3.58,1135,1134,1.03,,,,82,90,73,223,,140,140,,,0,,23.9,31.1,,,1,,1,,,,,,,,,1,,,1,,,,,,
